diagram_id,model,main_category,subcategory,extraction_success,extraction_time_ms,prompt_tokens,completion_tokens,evaluation_time_ms,overall_score,overall_pass,angle_labels_matches_arcs_passed,angle_labels_matches_arcs_message,diagram_fully_in_canvas_passed,diagram_fully_in_canvas_message,labels_associated_with_elements_passed,labels_associated_with_elements_message,diagram_elements_dont_problematically_overlap_passed,diagram_elements_dont_problematically_overlap_message,diagram_elements_are_readable_size_passed,diagram_elements_are_readable_size_message,shape_outlines_are_closed_passed,shape_outlines_are_closed_message,core_mathematical_properties_of_shapes_correct_passed,core_mathematical_properties_of_shapes_correct_message,labeled_lengths_areas_match_proportions_passed,labeled_lengths_areas_match_proportions_message,schema_validation_passed,schema_validation_message
83,gpt-4.1-mini,2d shapes,triangle,True,7715.137000006507,3426,618,14.443957988987677,0.8333333333333334,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (12 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label 'D' -> shape (polygon) (inside shape); Label 'E' -> shape (polygon) (inside shape); Label 'F' -> shape (polygon) (inside shape); Label 'G' -> shape (polygon) (inside shape); Label 'H' -> shape (polygon) (inside shape); Label 'I' -> shape (polygon) (inside shape); Label 'J' -> shape (polygon) (inside shape); Label 'K' -> shape (polygon) (inside shape); Label 'L' -> shape (polygon) (inside shape),False,Node 'I' sits directly on top of a diagram edge,True,All elements >= 2.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
84,gpt-4.1-mini,2d shapes,triangle,True,3764.974332996644,3167,252,8.754125010455027,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,True,Labels assigned (3 total): Label 'base' -> segment (distance=3.6pt); Label 'height' -> shape (triangle) (inside shape); Label '\textbf{Base and Height of a Triangle}' -> segment (distance=14.5pt),True,No problematic overlaps detected,True,All elements >= 1.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
85,gpt-4.1-mini,2d shapes,triangle,True,5082.804375007981,3225,291,7.712332997471094,0.8333333333333334,False,N/A,No angle indicators to check,True,No canvas constraints applied,False,Text label 'B'' is 289.1pt from nearest element (limit 100.0pt); Text label 'C'' is 237.7pt from nearest element (limit 100.0pt); Text label 'Scaled Copy' is 180.0pt from nearest element (limit 100.0pt) (+1 more),True,No problematic overlaps detected,True,All elements >= 2.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
86,gpt-4.1-mini,2d shapes,triangle,True,3169.7587910020957,3288,196,12.519958007032983,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label 'A'' -> shape (polygon) (inside shape); Label 'B'' -> shape (polygon) (inside shape); Label 'C'' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 3.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
87,gpt-4.1-mini,2d shapes,triangle,True,2061.4152909984114,3120,94,6.210709005245008,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
88,gpt-4.1-mini,2d shapes,triangle,True,3880.181333006476,3305,303,12.135500001022592,0.7142857142857143,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'D' -> shape (triangle) (inside shape); Label 'E' -> shape (triangle) (inside shape); Label 'F' -> shape (triangle) (inside shape),True,No problematic overlaps detected,False,Elements below readability threshold 4.7pt: node (4.5pt); node (4.5pt),True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=3) vs ((no id), label=6) → rel. error 1.000; Length proportion mismatch: ((no id), label=3) vs ((no id), label=8) → rel. error 0.600; Length proportion mismatch: ((no id), label=5) vs ((no id), label=6) → rel. error 1.000 (+6 more)",,
89,gpt-4.1-mini,2d shapes,triangle,True,3758.305333991302,3227,160,7.80875000054948,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'D' -> shape (triangle) (inside shape); Label 'E' -> shape (triangle) (inside shape); Label 'F' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
90,gpt-4.1-mini,2d shapes,triangle,True,2934.2868749954505,3317,109,2.244875009637326,0.6666666666666666,False,N/A,No angle indicators to check,True,No canvas constraints applied,False,Angle label '65°' with no arc present; Angle label '47°' with no arc present,False,Node '65°' sits directly on top of a diagram edge; Node '47°' sits directly on top of a diagram edge; Node '?' sits directly on top of a diagram edge,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
91,gpt-4.1-mini,2d shapes,triangle,True,7053.590916999383,3266,479,10.414125004899688,0.8333333333333334,False,N/A,No angle indicators to check,False,"shapes bbox ((-144.5, -72.3) to (-36.1, 36.1)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (7 total): Label 'm' -> segment (distance=10.7pt); Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'A'' -> shape (triangle) (inside shape); Label 'B'' -> shape (triangle) (inside shape); Label 'C'' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 2.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
92,gpt-4.1-mini,2d shapes,triangle,True,2437.322249999852,3103,103,4.0133750007953495,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label 'C' -> segment (distance=0.0pt) (ties noted: Text label 'A' ties elements (difference=0.0pt); Text label 'B' ties elements (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
93,gpt-4.1-mini,2d shapes,triangle,True,7401.359833005699,3308,368,12.337041000137106,0.8571428571428571,False,False,"Right-angle symbol at (350.0, 5.7) does not correspond to a 90° corner (closest 36.9°)",True,No canvas constraints applied,True,Labels assigned (12 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label '3' -> shape_edge (polygon) (distance=5.5pt); Label '5' -> shape_edge (polygon) (distance=37.4pt); Label '4' -> shape_edge (polygon) (distance=5.9pt); Label 'D' -> shape (polygon) (inside shape); Label 'E' -> shape (polygon) (inside shape); Label 'F' -> shape (polygon) (inside shape); Label '6' -> shape_edge (polygon) (distance=5.5pt); Label '10' -> shape_edge (polygon) (distance=69.7pt); Label '8' -> shape_edge (polygon) (distance=6.3pt),True,No problematic overlaps detected,True,All elements >= 2.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
94,gpt-4.1-mini,2d shapes,triangle,True,2137.1160410053562,3019,103,4.063208005391061,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'M' -> shape (polygon) (inside shape); Label 'N' -> shape (polygon) (inside shape); Label 'O' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
95,gpt-4.1-mini,2d shapes,triangle,True,2577.437625004677,3353,123,3.283832993474789,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label 'C' -> segment (distance=0.0pt) (ties noted: Text label 'A' ties elements (difference=0.0pt); Text label 'B' ties elements (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
96,gpt-4.1-mini,2d shapes,triangle,True,2367.4332079972373,2984,108,3.1341660069301724,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (1 total): Label 'b' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
97,gpt-4.1-mini,2d shapes,triangle,True,5676.98920800467,3263,402,20.097000000532717,0.8571428571428571,False,False,Arc id=unknown spans 60.0° but label reads 30.0°; Arc id=unknown spans 60.0° but label reads 30.0°,True,No canvas constraints applied,True,Labels assigned (7 total): Label 'D' -> segment (distance=0.0pt); Label 'E' -> segment (distance=0.0pt); Label 'F' -> segment (distance=0.0pt); Label 'G' -> rectangle (inside shape); Label '30°' -> arc (distance=0.2pt); Label '30°' -> arc (distance=0.2pt); Label '16' -> segment (distance=0.0pt) (ties noted: Text label 'D' ties elements (difference=0.0pt); Text label 'E' ties elements (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 1.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
98,gpt-4.1-mini,2d shapes,triangle,True,2953.1554589921143,3083,177,8.70670800213702,0.8333333333333334,False,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'G' -> shape (triangle) (inside shape); Label 'H' -> shape (triangle) (inside shape); Label 'I' -> shape (triangle) (inside shape),False,"Arc start endpoint (93.1, 15.3) is 2.4pt from nearest edge; Arc end endpoint (123.7, 15.3) is 21.5pt from nearest edge; Node 'G' sits directly on top of a diagram edge (+2 more)",True,All elements >= 1.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
99,gpt-4.1-mini,2d shapes,triangle,True,7071.831624998595,3226,447,13.414832996204495,0.7142857142857143,False,N/A,No angle labels or right-angle symbols to evaluate,False,"node bbox ((626.9, 30.3) to (630.6, 34.8)) exceeds canvas allowance (+/- 5.0pt)",False,Text label 'z' is 408.6pt from nearest element (limit 100.0pt),True,No problematic overlaps detected,True,All elements >= 0.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
100,gpt-4.1-mini,2d shapes,triangle,True,4575.69300000614,3528,313,10.171667003305629,0.8333333333333334,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (12 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label 'D' -> shape (polygon) (inside shape); Label 'E' -> shape (polygon) (inside shape); Label 'F' -> shape (polygon) (inside shape); Label 'G' -> shape (polygon) (inside shape); Label 'H' -> shape (polygon) (inside shape); Label 'I' -> shape (polygon) (inside shape); Label 'J' -> shape (polygon) (inside shape); Label 'K' -> shape (polygon) (inside shape); Label 'L' -> shape (polygon) (inside shape),True,No problematic overlaps detected,False,Elements below readability threshold 2.4pt: node (2.3pt),True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
101,gpt-4.1-mini,2d shapes,triangle,True,5006.615874997806,3203,262,12.959542000317015,0.875,False,True,No angle labels present; Right-angle symbols consistent,True,No canvas constraints applied,True,Labels assigned (5 total): Label 'base = 5' -> segment (distance=5.4pt); Label 'height = 6' -> segment (distance=0.0pt); Label 'Triangle A' -> segment (distance=5.7pt); Label '5' -> segment (distance=0.0pt); Label '6' -> segment (distance=0.0pt) (ties noted: Numeric label 'height = 6' ties edges (difference=0.0pt)),False,Nodes 'height = 6' and '6' overlap (27.2 pt²),True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
102,gpt-4.1-mini,2d shapes,triangle,True,10505.619582996587,3458,571,9.373124994453974,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
103,gpt-4.1-mini,2d shapes,triangle,True,10686.143707993324,3561,687,51.60529199929442,0.7142857142857143,False,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,True,Labels assigned (12 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label 'C' -> segment (distance=0.0pt); Label '6' -> segment (distance=5.7pt); Label '4' -> segment (distance=2.7pt); Label '5' -> segment (distance=2.7pt); Label 'D' -> segment (distance=0.0pt); Label 'E' -> segment (distance=0.0pt); Label 'F' -> segment (distance=0.0pt); Label '3' -> segment (distance=5.7pt); Label '2' -> segment (distance=2.7pt); Label '2.5' -> segment (distance=2.7pt) (ties noted: Text label 'A' ties elements (difference=0.0pt); Text label 'B' ties elements (difference=0.0pt) (+6 more ties)),False,"Arc end endpoint (27.8, 13.9) is 13.9pt from nearest edge; Arc end endpoint (145.7, 13.9) is 13.9pt from nearest edge; Arc start endpoint (86.7, 86.7) is 17.3pt from nearest edge (+9 more)",True,All elements >= 1.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=6) vs ((no id), label=4) → rel. error 0.200; Length proportion mismatch: ((no id), label=6) vs ((no id), label=3) → rel. error 0.167; Length proportion mismatch: ((no id), label=6) vs ((no id), label=2) → rel. error 0.333 (+8 more)",,
104,gpt-4.1-mini,2d shapes,triangle,True,8008.816792003927,3364,442,13.1847500015283,0.8571428571428571,False,True,Angle labels match arcs (3/3); No right-angle symbols present,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label '28°' -> arc (distance=4.2pt); Label '76°' -> arc (distance=22.5pt); Label '76°' -> arc (distance=4.5pt),False,"Arc start endpoint (-3.5, 112.4) is 3.9pt from nearest edge; Arc end endpoint (3.5, 112.4) is 3.9pt from nearest edge; Arc end endpoint (-69.6, 10.5) is 2.9pt from nearest edge (+1 more)",True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
105,gpt-4.1-mini,2d shapes,triangle,True,2359.6923330042046,3132,103,7.468791998689994,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'D' -> segment (distance=0.0pt); Label 'E' -> segment (distance=0.0pt); Label 'F' -> segment (distance=0.0pt) (ties noted: Text label 'D' ties elements (difference=0.0pt); Text label 'E' ties elements (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
106,gpt-4.1-mini,2d shapes,triangle,True,2583.469832999981,3214,144,2.693042013561353,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'J' -> shape (triangle) (inside shape); Label 'K' -> shape (triangle) (inside shape); Label 'L' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
107,gpt-4.1-mini,2d shapes,triangle,True,2678.785374999279,3360,175,6.387125002220273,0.8571428571428571,False,False,"Right-angle symbol at (86.8, 45.5) does not align with two diagram edges",True,No canvas constraints applied,True,Labels assigned (4 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label 'C' -> segment (distance=0.0pt); Label 'H' -> segment (distance=0.0pt) (ties noted: Text label 'A' ties elements (difference=0.0pt); Text label 'B' ties elements (difference=0.0pt) (+2 more ties)),True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
108,gpt-4.1-mini,2d shapes,triangle,True,3011.7625409911852,3204,155,7.580207995488308,1.0,True,True,No angle labels present; Right-angle symbols consistent,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
109,gpt-4.1-mini,2d shapes,rectangle,True,2367.354875008459,2955,122,4.4912080047652125,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,True,Labels assigned (1 total): Label 'Copy D' -> segment (distance=6.7pt),True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
110,gpt-4.1-mini,2d shapes,rectangle,True,3870.584417003556,3130,254,12.182250007754192,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (1 total): Label 'Shape A' -> segment (distance=4.5pt),True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
111,gpt-4.1-mini,2d shapes,rectangle,True,4174.62183299358,3215,249,7.734957995126024,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (4 total): Label '8' -> segment (distance=0.0pt); Label '6' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '4' -> segment (distance=0.0pt) (ties noted: Numeric label '8' ties edges (difference=0.0pt); Numeric label '6' ties edges (difference=0.0pt) (+2 more ties)),True,No problematic overlaps detected,True,All elements >= 1.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
112,gpt-4.1-mini,2d shapes,rectangle,True,5275.221124989912,3265,284,8.91741699888371,0.8,False,N/A,No angle indicators to check,False,"shapes bbox ((173.4, -52.0) to (260.2, 0.0)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
113,gpt-4.1-mini,2d shapes,rectangle,True,3244.5951250119833,3058,186,3.052291998756118,0.6,False,N/A,No angle labels or right-angle symbols to evaluate,False,"shapes bbox ((0.0, 0.0) to (144.5, 72.3)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,False,shape (polygon) vertices do not wrap to close the outline; shape (polygon) vertices do not wrap to close the outline,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
114,gpt-4.1-mini,2d shapes,rectangle,True,2500.494541003718,2993,114,1.9592919998103753,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
115,gpt-4.1-mini,2d shapes,rectangle,True,4494.565416011028,3176,250,6.981166996411048,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label '8 cm' -> segment (distance=0.0pt); Label '6 cm' -> segment (distance=0.0pt),True,No problematic overlaps detected,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
116,gpt-4.1-mini,2d shapes,rectangle,True,5059.422917009215,3277,255,7.274041010532528,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'Original' -> segment (distance=5.7pt); Label 'Scale 1:2' -> segment (distance=5.7pt); Label '4 units' -> segment (distance=5.7pt); Label '2 units' -> segment (distance=5.7pt); Label '2 units' -> segment (distance=5.7pt); Label '1 unit' -> segment (distance=5.7pt) (ties noted: Numeric label 'Scale 1:2' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 0.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=4) → rel. error 1.000; Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 1.000; Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 1.000 (+1 more)",,
117,gpt-4.1-mini,2d shapes,rectangle,True,4413.596416998189,3212,267,17.145374993560836,0.8571428571428571,False,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,True,Labels assigned (9 total): Label 'Original Rectangle' -> rectangle (distance=10.8pt); Label '3 × 4' -> rectangle_edge (distance=21.7pt); Label 'Scaled Copy' -> rectangle (distance=10.8pt); Label '6 × 8' -> rectangle_edge (distance=21.7pt); Label 'Scale Factor: 2' -> rectangle_edge (distance=18.1pt); Label '4' -> rectangle_edge (distance=7.2pt); Label '3' -> rectangle_edge (distance=3.6pt); Label '8' -> segment (distance=0.0pt); Label '6' -> rectangle_edge (distance=3.6pt),True,No problematic overlaps detected,True,All elements >= 3.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=3) vs ((no id), label=6) → rel. error 1.000; Length proportion mismatch: ((no id), label=3) vs ((no id), label=2) → rel. error 0.333; Length proportion mismatch: ((no id), label=3) vs ((no id), label=4) → rel. error 0.333 (+22 more)",,
118,gpt-4.1-mini,2d shapes,rectangle,True,2447.8021249960875,2946,103,8.7837080063764,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label '12 cm' -> segment (distance=0.0pt); Label '8 cm' -> segment (distance=0.0pt),True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
119,gpt-4.1-mini,2d shapes,rectangle,True,2912.41895899293,3042,167,7.624165999004617,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label '4' -> shape_edge (polygon) (distance=0.0pt); Label '2' -> shape_edge (polygon) (distance=0.0pt); Label 'Original' -> shape (polygon) (distance=6.8pt); Label '8' -> shape_edge (polygon) (distance=0.0pt); Label '4' -> shape_edge (polygon) (distance=0.0pt); Label 'Scaled Copy' -> shape (polygon) (distance=6.8pt),True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
120,gpt-4.1-mini,2d shapes,rectangle,False,4224.726542001008,2991,233,10.452416012412868,0.7142857142857143,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (1 total): Label '3 meters' -> segment (distance=0.0pt),False,Node '3 meters' sits directly on top of a diagram edge,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,False,"Schema validation failed: 1 validation error for TikzIR
nodes.0.anchor
  Input should be 'mid', 'above', 'below', 'left', 'right', 'above left', 'above right', 'below left' or 'below right' [type=literal_error, input_value='east', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/literal_error"
121,gpt-4.1-mini,2d shapes,rectangle,True,2908.585042008781,3033,173,6.160624994663522,0.8333333333333334,False,N/A,No angle indicators to check,False,"node bbox ((-18.1, 18.3) to (0.0, 24.4)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (4 total): Label '6 cm' -> shape_edge (polygon) (distance=0.0pt); Label '3 cm' -> shape_edge (polygon) (distance=0.0pt); Label '4 cm' -> shape_edge (polygon) (distance=0.0pt); Label '? cm' -> shape (polygon) (distance=0.0pt) (ties noted: Numeric label '4 cm' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
122,gpt-4.1-mini,2d shapes,rectangle,True,5866.241791998618,3065,320,21.280959001160227,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label '9' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '3 × 9 = 27' -> segment (distance=0.0pt) (ties noted: Numeric label '9' ties edges (difference=0.0pt); Numeric label '3' ties edges (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 0.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=9) vs ((no id), label=3) → rel. error 0.667; Length proportion mismatch: ((no id), label=3) vs ((no id), label=3) → rel. error 0.667",,
123,gpt-4.1-mini,2d shapes,rectangle,True,4198.874499998055,3112,239,11.645042002783157,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'Rectangle A: 9 by 3' -> shape_edge (polygon) (distance=8.5pt); Label '3' -> shape_edge (polygon) (distance=2.8pt); Label '9' -> shape_edge (polygon) (distance=5.7pt); Label 'Rectangle B: 4.5 by 1.5' -> shape_edge (polygon) (distance=10.0pt); Label '1.5' -> shape_edge (polygon) (distance=2.8pt); Label '4.5' -> shape_edge (polygon) (distance=5.7pt),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
124,gpt-4.1-mini,2d shapes,rectangle,True,3466.205999997328,3011,182,6.838332992629148,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
125,gpt-4.1-mini,2d shapes,rectangle,True,3921.8481659918325,3208,198,3.452541001024656,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label '1 × 12' -> shape_edge (polygon) (distance=2.9pt); Label '2 × 6' -> shape_edge (polygon) (distance=5.2pt); Label '3 × 4' -> shape_edge (polygon) (distance=4.8pt),True,No problematic overlaps detected,True,All elements >= 2.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Area proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 1.000; Area proportion mismatch: ((no id), label=1) vs ((no id), label=3) → rel. error 2.000; Area proportion mismatch: ((no id), label=2) vs ((no id), label=3) → rel. error 0.500",,
126,gpt-4.1-mini,2d shapes,rectangle,True,3611.244125000667,3086,206,7.607334002386779,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
